iter	Passed	Remaining
1675	14860	2872
1676	14869	2864
1677	14878	2855
1678	14887	2846
1679	14896	2837
1680	14904	2828
1681	14912	2819
1682	14920	2810
1683	14929	2801
1684	14937	2792
1685	14946	2783
1686	14955	2774
1687	14964	2765
1688	14973	2757
1689	14981	2748
1690	14989	2739
1691	14998	2730
1692	15008	2721
1693	15017	2712
1694	15025	2703
1695	15034	2694
1696	15043	2685
1697	15052	2677
1698	15061	2668
1699	15069	2659
1700	15078	2650
1701	15087	2641
1702	15096	2632
1703	15105	2623
1704	15113	2614
1705	15122	2606
1706	15131	2597
1707	15139	2588
1708	15148	2579
1709	15157	2570
1710	15166	2561
1711	15174	2552
1712	15183	2543
1713	15191	2534
1714	15200	2526
1715	15209	2517
1716	15217	2508
1717	15226	2499
1718	15235	2490
1719	15244	2481
1720	15253	2472
1721	15262	2463
1722	15271	2455
1723	15280	2446
1724	15289	2437
1725	15298	2428
1726	15306	2419
1727	15315	2410
1728	15324	2401
1729	15332	2392
1730	15341	2384
1731	15349	2375
1732	15358	2366
1733	15366	2357
1734	15375	2348
1735	15383	2339
1736	15392	2330
1737	15401	2321
1738	15410	2312
1739	15418	2303
1740	15427	2295
1741	15436	2286
1742	15445	2277
1743	15453	2268
1744	15461	2259
1745	15469	2250
1746	15479	2241
1747	15488	2232
1748	15497	2224
1749	15505	2215
1750	15514	2206
1751	15523	2197
1752	15532	2188
1753	15541	2179
1754	15549	2170
1755	15558	2161
1756	15567	2152
1757	15575	2144
1758	15584	2135
1759	15592	2126
1760	15601	2117
1761	15610	2108
1762	15619	2099
1763	15628	2090
1764	15637	2082
1765	15646	2073
1766	15654	2064
1767	15662	2055
1768	15671	2046
1769	15680	2037
1770	15689	2028
1771	15697	2019
1772	15705	2010
1773	15714	2002
1774	15723	1993
1775	15731	1984
1776	15740	1975
1777	15748	1966
1778	15758	1957
1779	15766	1948
1780	15774	1939
1781	15782	1930
1782	15791	1921
1783	15799	1912
1784	15807	1904
1785	15815	1895
1786	15825	1886
1787	15833	1877
1788	15841	1868
1789	15850	1859
1790	15858	1850
1791	15868	1841
1792	15876	1832
1793	15883	1823
1794	15892	1815
1795	15901	1806
1796	15909	1797
1797	15917	1788
1798	15926	1779
1799	15935	1770
1800	15943	1761
1801	15952	1752
1802	15960	1743
1803	15969	1735
1804	15978	1726
1805	15986	1717
1806	15995	1708
1807	16004	1699
1808	16013	1690
1809	16022	1681
1810	16029	1672
1811	16038	1664
1812	16048	1655
1813	16056	1646
1814	16064	1637
1815	16073	1628
1816	16081	1619
1817	16090	1610
1818	16098	1601
1819	16106	1592
1820	16115	1584
1821	16124	1575
1822	16131	1566
1823	16141	1557
1824	16150	1548
1825	16159	1539
1826	16168	1531
1827	16177	1522
1828	16185	1513
1829	16194	1504
1830	16203	1495
1831	16211	1486
1832	16220	1477
1833	16229	1468
1834	16239	1460
1835	16247	1451
1836	16255	1442
1837	16265	1433
1838	16273	1424
1839	16283	1415
1840	16291	1407
1841	16299	1398
1842	16308	1389
1843	16317	1380
1844	16326	1371
1845	16334	1362
1846	16343	1353
1847	16351	1344
1848	16360	1336
1849	16369	1327
1850	16377	1318
1851	16387	1309
1852	16395	1300
1853	16405	1291
1854	16413	1283
1855	16422	1274
1856	16430	1265
1857	16439	1256
1858	16448	1247
1859	16457	1238
1860	16466	1229
1861	16476	1221
1862	16485	1212
1863	16493	1203
1864	16502	1194
1865	16511	1185
1866	16519	1176
1867	16528	1167
1868	16537	1159
1869	16546	1150
1870	16555	1141
1871	16564	1132
1872	16573	1123
1873	16582	1114
1874	16590	1106
1875	16600	1097
1876	16608	1088
1877	16616	1079
1878	16625	1070
1879	16634	1061
1880	16643	1052
1881	16652	1044
1882	16661	1035
1883	16670	1026
1884	16679	1017
1885	16688	1008
1886	16697	999
1887	16705	991
1888	16714	982
1889	16723	973
1890	16732	964
1891	16740	955
1892	16749	946
1893	16757	937
1894	16766	929
1895	16775	920
1896	16783	911
1897	16792	902
1898	16801	893
1899	16810	884
1900	16819	875
1901	16828	867
1902	16837	858
1903	16845	849
1904	16853	840
1905	16862	831
1906	16871	822
1907	16880	813
1908	16889	805
1909	16897	796
1910	16906	787
1911	16915	778
1912	16923	769
1913	16932	760
1914	16941	751
1915	16950	743
1916	16959	734
1917	16968	725
1918	16976	716
1919	16984	707
1920	16993	698
1921	17002	690
1922	17010	681
1923	17020	672
1924	17029	663
1925	17037	654
1926	17045	645
1927	17054	636
1928	17064	628
1929	17072	619
1930	17081	610
1931	17090	601
1932	17099	592
1933	17107	583
1934	17116	574
1935	17125	566
1936	17134	557
1937	17143	548
1938	17152	539
1939	17161	530
1940	17170	521
1941	17179	513
1942	17188	504
1943	17197	495
1944	17206	486
1945	17215	477
1946	17223	468
1947	17233	460
1948	17242	451
1949	17250	442
1950	17259	433
1951	17268	424
1952	17278	415
1953	17287	406
1954	17294	398
1955	17303	389
1956	17311	380
1957	17319	371
1958	17328	362
1959	17337	353
1960	17346	344
1961	17355	336
1962	17364	327
1963	17372	318
1964	17381	309
1965	17388	300
1966	17397	291
1967	17404	283
1968	17414	274
1969	17423	265
1970	17433	256
1971	17441	247
1972	17450	238
1973	17459	229
1974	17468	221
1975	17476	212
1976	17483	203
1977	17492	194
1978	17501	185
1979	17510	176
1980	17519	168
1981	17527	159
1982	17535	150
1983	17544	141
1984	17552	132
1985	17561	123
1986	17570	114
1987	17579	106
1988	17587	97
1989	17595	88
1990	17603	79
1991	17613	70
1992	17622	61
1993	17631	53
1994	17639	44
1995	17648	35
1996	17657	26
1997	17666	17
1998	17675	8
1999	17683	0
